code,name,price,position,vol_ratio,pct_20d,stage,confidence,reasons,date
sz301151,冠龙节能,22.18,86.51685393258427,1.2743366202749222,38.193146417445476,拉升,61.904761904761905,"20日大涨38.2%, 当日大涨6.18%, MA20之上, MA60之上, 价升量增",2026-09-18
sz301049,超越科技,19.79,34.37751004016064,0.8006774138226719,-2.512315270935968,建仓后期,50.0,位置分位34.4%（中低位）,2026-09-18
sz300318,博晖创新,4.89,36.24454148471616,1.560978965653647,-1.8072289156626655,拉升,45.45454545454545,中位放量（量比1.56）,2026-09-18
sz300779,惠城环保,54.31,18.39077591155257,1.378478022927588,-20.366568914956012,建仓后期,53.84615384615385,"位置分位18.4%（低位）, 价升量增",2026-09-18
sz000401,金隅冀东,3.51,13.461538461538455,0.7991989995630062,-0.28409090909091567,建仓后期,66.66666666666666,位置分位13.5%（低位）,2026-09-18
sz000828,东莞控股,10.1,70.37037037037034,0.9366862215009336,6.427818756585873,出货,60.0,位置分位70.4%（中高位）,2026-09-18
sz300551,古鳌科技,11.21,43.20557491289199,0.8767369634081431,12.890231621349457,建仓后期,62.5,"位置分位43.2%（中低位）, 低位涨12.9%",2026-09-18
sz002357,富临运业,11.87,56.186317321688485,1.0073223007328083,8.401826484018263,洗盘,50.0,位置分位56.2%（中位）,2026-09-18
sz000655,金岭矿业,7.12,34.54172366621066,0.9102375572373061,2.446043165467625,建仓后期,50.0,位置分位34.5%（中低位）,2026-09-18
sz002129,TCL中环,8.77,15.43778801843318,1.1211233636855154,-7.684210526315793,建仓后期,66.66666666666666,位置分位15.4%（低位）,2026-09-18
sz301387,光大同创,57.3,18.126505260489285,1.0513213123179714,-1.2409513960703307,建仓后期,87.5,"位置分位18.1%（低位）, MA20之上",2026-09-18
sz300595,欧普康视,10.04,4.935459377372813,1.096062509575609,-8.727272727272736,建仓初期,100.0,"位置分位4.9%（极低位）, MA20之下（低位）, MA60之下（低位）",2026-09-18
sz301150,中一科技,41.4,29.038196042337784,1.485770176382625,4.942965779467669,建仓后期,100.0,"位置分位29.0%（低位）, 当日涨4.41%, MA20之上, 价升量增",2026-09-18
sz000719,中原传媒,12.24,52.66106442577032,1.0660430169601232,1.5767634854771742,洗盘,66.66666666666666,位置分位52.7%（中位）,2026-09-18
sz002716,湖南白银,9.85,47.647951441578144,1.2380058252576047,-5.470249520153554,建仓后期,66.66666666666666,"位置分位47.6%（中低位）, 当日涨3.25%, 价升量增",2026-09-18
sz002460,赣锋锂业,46.2,4.428511176718688,0.9536492551379604,-14.634146341463406,建仓初期,100.0,"位置分位4.4%（极低位）, MA20之下（低位）, MA60之下（低位）",2026-09-18
sz300946,恒而达,36.42,15.104835258878909,1.2044397502177258,-6.012903225806447,建仓后期,70.0,"位置分位15.1%（低位）, 价升量增",2026-09-18
sz002360,ST同德,5.33,38.28996282527881,2.5401930126511365,-7.62564991334488,拉升,45.45454545454545,中位放量（量比2.54）,2026-09-18
sz000400,许继电气,20.37,10.9421162052741,1.2814883230666072,-5.999077065066915,建仓后期,70.0,"位置分位10.9%（低位）, 价升量增",2026-09-18
sz301222,浙江恒威,25.59,28.36324220161388,0.9660961871750433,4.109031733116361,建仓后期,87.5,"位置分位28.4%（低位）, MA20之上",2026-09-18
sz002639,雪人集团,14.1,32.642019837691606,1.308456285271346,21.65660051768766,建仓后期,72.72727272727273,"位置分位32.6%（中低位）, 低位涨21.7%, MA20之上, 价升量增",2026-09-18
sz002772,众兴菌业,10.97,18.02443991853362,0.9435483024453004,5.177372962607871,建仓后期,72.72727272727273,"位置分位18.0%（低位）, 低位涨5.2%",2026-09-18
sz000669,ST金鸿,4.16,44.76190476190476,0.41404557997383495,-6.51685393258427,洗盘,78.57142857142857,"中位缩量（量比0.41）, 连续3天缩量",2026-09-18
sz300293,蓝英装备,14.96,24.05660377358492,1.7429068081936254,-4.286628278950736,建仓后期,82.35294117647058,"位置分位24.1%（低位）, 低位放量（量比1.74）, 当日涨4.76%, 价升量增",2026-09-18
sz300007,汉威科技,30.33,8.745874587458735,0.9215335670498166,-3.2844387755102082,建仓初期,100.0,"位置分位8.7%（极低位）, MA20之下（低位）, MA60之下（低位）",2026-09-18
sz002653,海思科,63.54,52.30725462304409,0.9991754345459942,-3.762268266085063,洗盘,100.0,位置分位52.3%（中位）,2026-09-18
sz002589,瑞康医药,3.27,56.81528662420382,1.4643117601677957,2.8301886792452784,拉升,57.14285714285714,"当日大涨10.10%, MA20之上, MA60之上, 价升量增",2026-09-18
sz300472,ST新元,6.77,34.061135371179034,0.7418669628141057,2.2658610271903243,建仓后期,50.0,位置分位34.1%（中低位）,2026-09-18
sz003030,祖名股份,26.18,88.11650960714724,1.1551765324160337,20.756457564575644,拉升,50.0,"20日大涨20.8%, MA20之上, MA60之上",2026-09-18
sz002562,兄弟科技,4.79,31.578947368421062,1.129584882984015,-2.24489795918368,建仓后期,50.0,位置分位31.6%（中低位）,2026-09-18
sz301111,粤万年青,22.25,42.19948849104859,0.7968259914644806,2.393005062126091,建仓后期,57.14285714285714,"位置分位42.2%（中低位）, MA20之上",2026-09-18
sz002330,得利斯,4.03,40.816326530612244,0.9355799700930524,0.24875621890548946,建仓后期,50.0,位置分位40.8%（中低位）,2026-09-18
sz300098,高新兴,4.33,9.633027522935778,1.1687429583420212,-2.4774774774774846,建仓初期,100.0,"位置分位9.6%（极低位）, MA20之下（低位）, MA60之下（低位）",2026-09-18
sz002007,华兰生物,12.93,41.72413793103447,0.9579036348267117,-1.8223234624145803,建仓后期,50.0,位置分位41.7%（中低位）,2026-09-18
sz000571,新大洲A,6.55,63.503649635036496,1.1623123090622338,9.34891485809682,洗盘,50.0,位置分位63.5%（中位）,2026-09-18
sz300267,尔康制药,3.22,18.884120171673832,1.020179459321673,0.0,建仓后期,66.66666666666666,位置分位18.9%（低位）,2026-09-18
sz000733,振华科技,41.0,15.643564356435654,0.8705343483138774,2.885821831869507,建仓后期,87.5,"位置分位15.6%（低位）, MA20之上",2026-09-18
sz300639,凯普生物,5.9,41.071428571428584,1.407422210205833,-4.530744336569569,建仓后期,57.14285714285714,"位置分位41.1%（中低位）, 价升量增",2026-09-18
sz002031,巨轮智能,5.25,20.045045045045036,1.6763322386078072,2.1400778210116793,建仓后期,92.85714285714286,"位置分位20.0%（低位）, 低位放量（量比1.68）, MA20之上, 价升量增",2026-09-18
