signal,ret,win,pos_pct,dist_to_high,dist_to_low,dist_to_yin_top,pos_zone
倍量柱,-20.32,0,94.9,2.3,43.24,-3.59,过峰
高量柱,-20.32,0,94.9,2.3,43.24,-3.59,过峰
价升量缩,-22.55,0,91.9,3.87,43.83,-4.6,过峰
高量柱,-12.11,0,89.7,4.88,42.39,-15.53,过峰
价升量缩,-20.26,0,107.3,-3.21,46.83,-22.05,过峰
价升量缩,-1.01,0,62.5,20.53,34.26,-3.72,中位
价升量缩,-13.34,0,71.8,14.6,37.17,-7.56,高位
缩量回踩,-7.99,0,62.9,19.91,33.74,2.47,中位
价升量缩,-20.81,0,64.2,18.65,33.47,-1.89,中位
价升量缩,9.7,1,38.0,37.06,22.76,-12.79,中位
价升量缩,-5.16,0,55.1,24.36,29.92,-20.87,中位
价升量缩,-16.56,0,59.1,21.73,31.4,-0.65,中位
价升量缩,-0.37,0,38.9,36.33,23.17,-0.34,中位
价升量缩,-9.69,0,58.4,22.2,31.14,2.17,中位
缩量回踩,-10.23,0,57.9,22.52,30.96,1.0,中位
价升量缩,-5.4,0,52.3,26.31,28.82,2.73,中位
缩量回踩,-1.51,0,48.0,29.38,27.09,2.2,中位
高量柱,8.79,1,96.9,0.37,11.36,-8.42,过峰
倍量柱,-0.05,0,134.4,-3.86,15.09,-12.28,过峰
高量柱,-0.05,0,134.4,-3.86,15.09,-12.28,过峰
将军柱,-0.05,0,134.4,-3.86,15.09,-12.28,过峰
倍量柱,-5.63,0,142.6,-6.47,21.68,-19.09,过峰
高量柱,-5.63,0,142.6,-6.47,21.68,-19.09,过峰
价升量缩,-3.47,0,54.1,15.25,17.97,0.68,中位
缩量回踩,2.34,1,50.0,16.84,16.84,0.69,中位
价升量缩,12.39,1,63.3,11.84,20.39,0.0,中位
价升量缩,2.31,1,82.7,5.26,25.08,-5.88,高位
高量柱,-4.38,0,94.9,1.49,27.76,-9.25,过峰
高量柱,-9.51,0,105.1,-1.45,29.86,-11.88,过峰
价升量缩,1.12,1,58.3,16.77,23.42,0.63,中位
价升量缩,4.89,1,59.1,16.4,23.66,0.32,中位
价升量缩,7.39,1,59.8,16.04,23.9,0.0,中位
价升量缩,2.62,1,63.8,14.24,25.08,-1.24,中位
价升量缩,2.08,1,32.3,30.39,14.49,-2.83,低位
倍量柱,-4.78,0,44.9,23.41,19.06,-5.35,中位
高量柱,-4.78,0,44.9,23.41,19.06,-5.35,中位
将军柱,-4.78,0,44.9,23.41,19.06,-5.35,中位
价升量缩,-0.76,0,39.4,26.37,17.12,1.71,中位
缩量回踩,-1.8,0,34.6,29.02,15.38,0.7,低位
高量柱,-4.55,0,24.0,27.24,8.62,-3.79,低位
价升量缩,-4.88,0,25.0,26.8,8.93,-4.12,低位
价升量缩,-4.24,0,26.5,21.25,7.67,-2.79,低位
缩量回踩,-0.39,0,18.1,24.29,5.36,0.36,凹底
价升量缩,-1.1,0,18.1,24.29,5.36,0.0,凹底
高量柱,-2.52,0,20.7,23.05,6.03,-0.71,低位
高量柱,-2.52,0,19.8,23.13,5.69,-0.36,凹底
倍量柱,-4.29,0,27.0,16.31,6.03,-1.42,低位
高量柱,-4.29,0,27.0,16.31,6.03,-1.42,低位
价升量缩,1.43,1,28.6,10.83,4.33,999.0,低位
高量柱,-2.51,0,45.2,8.1,6.69,-1.76,中位
价升量缩,2.1,1,38.1,9.25,5.69,0.0,中位
高量柱,-0.4,0,52.4,6.97,7.67,-2.09,中位
高量柱,-2.81,0,66.7,4.78,9.56,-4.1,高位
价升量缩,-4.18,0,64.3,5.14,9.25,1.71,中位
价升量缩,-2.84,0,57.5,5.9,7.99,-1.39,中位
价升量缩,4.82,1,55.0,6.27,7.67,-0.7,中位
倍量柱,3.73,1,62.5,5.17,8.62,-1.72,中位
高量柱,3.73,1,62.5,5.17,8.62,-1.72,中位
将军柱,3.73,1,62.5,5.17,8.62,-1.72,中位
倍量柱,-1.1,0,85.0,2.01,11.37,-4.68,过峰
高量柱,-1.1,0,85.0,2.01,11.37,-4.68,过峰
将军柱,-1.1,0,85.0,2.01,11.37,-4.68,过峰
倍量柱,-4.72,0,97.5,0.33,12.83,-6.25,过峰
高量柱,-4.72,0,97.5,0.33,12.83,-6.25,过峰
将军柱,-4.72,0,97.5,0.33,12.83,-6.25,过峰
倍量过左峰,-4.72,0,97.5,0.33,12.83,-6.25,过峰
价升量缩,-4.04,0,66.1,6.86,13.4,999.0,高位
价升量缩,5.0,1,48.4,10.85,10.17,1.36,中位
价升量缩,5.63,1,51.6,10.1,10.77,0.67,中位
价升量缩,0.52,1,69.4,6.17,13.96,0.0,高位
价升量缩,-5.2,0,83.9,3.15,16.4,-2.84,高位
价升量缩,-7.04,0,88.7,2.19,17.19,-3.75,过峰
缩量回踩,-4.93,0,77.4,4.47,15.34,0.32,高位
价升量缩,0.21,1,63.3,7.21,12.46,-3.61,中位
高量柱,-4.29,0,76.7,4.47,14.7,-6.07,高位
倍量柱,-6.4,0,90.0,1.87,16.82,-8.1,过峰
高量柱,-6.4,0,90.0,1.87,16.82,-8.1,过峰
倍量柱,-0.23,0,130.0,-5.22,22.61,-12.46,过峰
高量柱,-0.23,0,130.0,-5.22,22.61,-12.46,过峰
将军柱,-0.23,0,130.0,-5.22,22.61,-12.46,过峰
倍量过左峰,-0.23,0,130.0,-5.22,22.61,-12.46,过峰
高量柱,-0.54,0,115.4,-3.36,25.21,-15.41,过峰
价升量缩,-4.85,0,109.3,-2.41,28.42,-19.03,过峰
缩量回踩,-6.64,0,58.3,14.58,20.41,1.46,中位
价升量缩,-7.0,0,68.6,10.39,22.75,-2.25,高位
价升量缩,-3.51,0,46.0,18.37,15.66,1.51,中位
倍量柱,-0.5,0,43.0,18.37,13.86,-3.61,中位
高量柱,-0.5,0,43.0,18.37,13.86,-3.61,中位
黄金柱,-0.5,0,43.0,18.37,13.86,-3.61,中位
价升量缩,0.09,1,45.8,17.31,14.63,-4.48,中位
价升量缩,-0.8,0,47.7,16.62,15.13,-5.04,中位
价升量缩,-3.16,0,49.5,15.93,15.63,-5.6,中位
倍量柱,-7.12,0,58.9,12.61,18.05,-8.31,中位
高量柱,-7.12,0,58.9,12.61,18.05,-8.31,中位
价升量缩,-11.42,0,49.5,15.93,15.63,2.95,中位
倍量柱,-5.68,0,58.9,12.61,18.05,-11.75,中位
高量柱,-5.68,0,58.9,12.61,18.05,-11.75,中位
将军柱,-5.68,0,58.9,12.61,18.05,-11.75,中位
倍量柱,5.57,1,40.6,19.09,13.03,-4.85,中位
将军柱,5.57,1,40.6,19.09,13.03,-4.85,中位
价升量缩,-3.69,0,56.6,13.26,17.29,-9.51,中位
价升量缩,-6.75,0,63.2,11.02,18.93,-11.3,中位
价升量缩,-6.44,0,47.2,16.62,14.84,0.59,中位
倍量柱,-2.77,0,29.6,23.08,9.7,-4.01,低位
高量柱,-2.77,0,29.6,23.08,9.7,-4.01,低位
将军柱,-2.77,0,29.6,23.08,9.7,-4.01,低位
倍量柱,-4.08,0,32.7,21.85,10.6,-2.65,低位
价升量缩,-2.46,0,24.5,25.17,8.16,0.0,低位
价升量缩,-2.12,0,23.5,25.6,7.85,0.0,低位
缩量回踩,-0.76,0,24.5,25.17,8.16,1.36,低位
价升量缩,-0.42,0,26.5,24.32,8.78,0.68,低位
倍量柱,-1.44,0,28.6,23.49,9.4,-2.01,低位
高量柱,-1.44,0,28.6,23.49,9.4,-2.01,低位
将军柱,-1.44,0,28.6,23.49,9.4,-2.01,低位
高量柱,-3.09,0,32.7,21.85,10.6,-1.66,低位
倍量柱,-4.05,0,35.7,20.66,11.48,-1.31,中位
高量柱,-4.05,0,35.7,20.66,11.48,-1.31,中位
价升量缩,5.52,1,32.7,21.85,10.6,-2.65,低位
倍量柱,-2.65,0,53.1,14.29,16.15,-4.04,中位
高量柱,-2.65,0,53.1,14.29,16.15,-4.04,中位
将军柱,-2.65,0,53.1,14.29,16.15,-4.04,中位
倍量过左峰,-2.65,0,53.1,14.29,16.15,-4.04,中位
价升量缩,-4.47,0,57.1,12.88,17.18,-5.21,中位
价升量缩,-8.42,0,59.2,12.2,17.68,-5.79,中位
价升量缩,14.42,1,53.6,7.47,8.62,1.44,中位
缩量回踩,18.84,1,41.1,9.68,6.74,2.64,中位
高量柱,17.81,1,119.3,-2.85,17.62,-9.33,过峰
高量柱,-0.61,0,110.7,-2.19,22.63,-14.84,过峰
价升量缩,-3.3,0,85.0,3.91,22.25,-14.43,过峰
缩量回踩,0.9,1,49.4,21.0,20.5,2.0,中位
价升量缩,-2.32,0,54.8,18.34,22.25,-0.24,中位
缩量回踩,4.33,1,52.4,19.51,21.48,1.23,中位
缩量回踩,6.03,1,53.6,18.92,21.87,2.7,中位
缩量回踩,21.42,1,51.8,19.8,21.29,0.74,中位
价升量缩,27.12,1,79.5,7.56,29.33,-9.56,高位
价升量缩,-1.45,0,108.4,-3.37,43.62,-5.32,过峰
价升量缩,1.71,1,71.8,17.37,44.21,0.35,高位
价升量缩,-3.74,0,71.5,17.57,44.11,0.7,高位
缩量回踩,-11.51,0,76.4,14.16,45.73,0.85,高位
缩量回踩,-7.56,0,72.6,16.75,44.5,1.57,高位
缩量回踩,-5.25,0,67.2,20.76,42.6,2.71,高位
缩量回踩,-6.5,0,62.4,24.58,40.78,3.91,中位
倍量柱,-11.5,0,92.9,3.88,50.62,-16.93,过峰
高量柱,-11.5,0,92.9,3.88,50.62,-16.93,过峰
价升量缩,6.28,1,81.3,10.98,47.87,-2.3,高位
缩量回踩,11.72,1,72.1,17.33,44.89,2.25,高位
价升量缩,13.04,1,74.9,15.33,45.83,0.51,高位
价升量缩,0.58,1,93.9,3.36,51.45,-9.92,过峰
价升量缩,-15.06,0,86.4,8.26,52.25,1.95,过峰
缩量回踩,-14.65,0,74.9,16.29,48.71,0.48,高位
缩量回踩,-13.9,0,74.2,16.86,48.46,0.97,高位
价升量缩,1.51,1,54.3,34.26,40.78,-0.56,中位
百日低量,1.51,1,54.3,34.26,40.78,-0.56,中位
价升量缩,-4.8,0,62.0,26.94,44.01,-5.99,中位
价升量缩,-5.49,0,56.8,31.81,41.86,-0.91,中位
高量柱,0.4,1,52.8,35.27,39.4,-2.06,中位
缩量回踩,-6.49,0,53.0,34.01,38.29,0.19,中位
百日低量,-6.49,0,53.0,34.01,38.29,0.19,中位
倍量柱,5.15,1,53.7,28.75,33.39,-9.82,中位
高量柱,5.15,1,53.7,28.75,33.39,-9.82,中位
将军柱,5.15,1,53.7,28.75,33.39,-9.82,中位
倍量柱,-14.09,0,69.2,17.05,38.31,-18.02,高位
高量柱,-14.09,0,69.2,17.05,38.31,-18.02,高位
将军柱,-14.09,0,69.2,17.05,38.31,-18.02,高位
倍量过左峰,-14.09,0,69.2,17.05,38.31,-18.02,高位
倍量柱,-23.81,0,73.4,13.72,37.85,-20.35,高位
高量柱,-23.81,0,73.4,13.72,37.85,-20.35,高位
倍量过左峰,-23.81,0,73.4,13.72,37.85,-20.35,高位
高量柱,-30.66,0,92.6,3.44,43.04,-27.55,过峰
价升量缩,12.9,1,45.0,29.44,24.06,0.18,中位
价升量缩,-6.69,0,66.1,15.18,29.55,-10.86,高位
价升量缩,-8.34,0,69.3,13.54,30.55,-0.47,高位
价升量缩,5.84,1,53.6,22.0,25.38,0.85,中位
缩量回踩,6.37,1,52.9,22.41,25.13,0.68,中位
价升量缩,15.57,1,73.9,11.27,31.94,-2.01,高位
价升量缩,12.2,1,76.1,10.24,32.57,-2.91,高位
价升量缩,6.19,1,102.1,-0.83,39.34,-12.65,过峰
价升量缩,7.89,1,87.7,5.82,41.67,-2.91,过峰
价升量缩,6.14,1,104.2,-1.84,45.89,-9.94,过峰
价升量缩,-5.33,0,83.0,9.22,45.08,5.85,高位
价升量缩,-15.45,0,105.2,-2.54,51.32,-6.18,过峰
价升量缩,-10.45,0,70.1,18.57,43.53,6.53,高位
价升量缩,-2.98,0,62.3,24.63,40.65,0.54,中位
价升量缩,1.44,1,63.5,23.63,41.12,-1.74,中位
价升量缩,-1.64,0,60.8,25.82,40.08,1.77,中位
价升量缩,-5.01,0,67.4,20.57,42.58,-2.47,高位
缩量回踩,8.46,1,60.0,26.5,39.75,2.19,中位
价升量缩,9.25,1,60.4,26.16,39.92,1.91,中位
倍量柱,0.65,1,74.4,15.46,45.01,-8.23,高位
将军柱,0.65,1,74.4,15.46,45.01,-8.23,高位
高量柱,-6.41,0,76.1,14.32,45.56,-9.14,高位
价升量缩,-9.3,0,82.5,10.11,47.56,-12.49,高位
价升量缩,-8.21,0,77.3,13.48,45.96,0.74,高位
价升量缩,-3.04,0,68.2,19.95,42.88,5.05,高位
倍量柱,-3.77,0,71.3,17.66,43.96,-9.02,高位
高量柱,-3.77,0,71.3,17.66,43.96,-9.02,高位
价升量缩,-8.04,0,72.6,16.77,44.39,-9.71,高位
缩量回踩,-5.28,0,67.0,20.89,42.43,0.13,高位
价升量缩,-3.86,0,58.2,21.68,30.22,-3.94,中位
价升量缩,-5.82,0,57.3,21.36,28.7,-4.19,中位
百日低量,1.73,1,49.0,24.63,23.69,0.4,中位
价升量缩,0.63,1,50.3,22.97,23.24,-0.93,中位
百日低量,0.63,1,50.3,22.97,23.24,-0.93,中位
高量柱,-4.95,0,53.8,18.72,21.79,-2.05,中位
倍量柱,1.48,1,46.8,19.33,17.01,0.26,中位
高量柱,1.48,1,46.8,19.33,17.01,0.26,中位
高量柱,-1.35,0,54.7,15.75,19.0,-2.75,中位
高量柱,-4.76,0,51.8,16.92,18.18,-0.38,中位
价升量缩,-6.53,0,58.6,14.18,20.1,-2.71,中位
价升量缩,-10.12,0,54.0,16.04,18.8,0.63,中位
高量柱,-7.85,0,73.9,7.24,20.49,-8.83,高位
价升量缩,2.32,1,31.2,14.5,6.57,-2.33,低位
倍量柱,-5.99,0,47.4,10.71,9.66,-3.84,中位
高量柱,-5.99,0,47.4,10.71,9.66,-3.84,中位
将军柱,-5.99,0,47.4,10.71,9.66,-3.84,中位
价升量缩,-2.7,0,43.5,11.6,8.93,0.4,中位
缩量回踩,-0.96,0,36.4,13.26,7.58,0.81,中位
价升量缩,-3.75,0,38.9,16.9,10.75,-2.65,中位
价升量缩,0.22,1,21.7,22.73,6.3,-3.23,低位
价升量缩,0.22,1,22.7,22.37,6.58,-3.51,低位
价升量缩,-2.24,0,30.3,19.74,8.58,-5.58,低位
价升量缩,1.35,1,27.3,20.78,7.79,0.14,低位
价升量缩,-8.55,0,29.8,19.91,8.45,-0.29,低位
价升量缩,-9.02,0,15.1,46.59,8.29,-2.58,凹底
倍量柱,-7.87,0,21.1,41.89,11.23,-5.7,低位
高量柱,-7.87,0,21.1,41.89,11.23,-5.7,低位
价升量缩,5.1,1,12.3,49.62,6.95,-2.26,凹底
价升量缩,2.62,1,14.3,47.96,7.99,-3.35,凹底
价升量缩,4.24,1,15.9,46.59,8.84,-1.29,凹底
价升量缩,8.28,1,23.3,40.88,12.39,-5.13,低位
价升量缩,10.29,1,22.3,41.64,11.92,0.53,低位
高量柱,-0.12,0,38.2,30.49,18.85,-7.38,中位
价升量缩,-1.42,0,40.9,28.8,19.9,-8.58,中位
价升量缩,-3.82,0,43.2,27.36,20.8,-9.6,中位
价升量缩,-3.66,0,47.3,23.08,20.67,-2.24,中位
价升量缩,2.22,1,52.9,19.3,21.68,-2.69,中位
缩量回踩,2.73,1,50.6,20.45,20.93,0.96,中位
倍量柱,-12.13,0,62.5,14.55,24.2,-6.13,中位
高量柱,-12.13,0,62.5,14.55,24.2,-6.13,中位
倍量过左峰,-12.13,0,62.5,14.55,24.2,-6.13,中位
价升量缩,7.9,1,69.8,7.63,17.61,-1.76,高位
价升量缩,8.39,1,41.2,33.03,23.18,1.64,中位
价升量缩,6.07,1,58.1,21.5,29.83,-3.17,中位
价升量缩,34.81,1,56.8,22.32,29.36,1.01,中位
价升量缩,11.23,1,100.3,-0.14,42.33,-12.19,过峰
价升量缩,0.01,1,97.2,1.36,48.02,-0.86,过峰
价升量缩,1.11,1,77.6,13.02,45.18,-0.39,高位
价升量缩,-14.16,0,101.1,-0.57,51.78,-12.37,过峰
缩量回踩,-10.4,0,74.7,15.67,46.37,3.44,高位
缩量回踩,-9.14,0,69.4,19.63,44.53,3.56,高位
缩量回踩,-5.77,0,63.0,24.73,42.17,3.02,中位
高量柱,-14.48,0,65.5,22.7,43.11,-3.78,高位
高量柱,-16.52,0,69.4,19.63,44.53,-6.19,高位
价升量缩,-6.67,0,27.9,63.02,24.42,-2.87,低位
高量柱,-0.92,0,26.3,65.39,23.32,-1.82,低位
价升量缩,-2.33,0,30.4,59.58,26.01,-5.27,低位
高量柱,-6.18,0,30.8,59.02,26.27,0.53,低位
倍量柱,-9.83,0,47.6,39.05,35.53,-13.32,中位
高量柱,-9.83,0,47.6,39.05,35.53,-13.32,中位
将军柱,-9.83,0,47.6,39.05,35.53,-13.32,中位
价升量缩,-2.11,0,35.9,52.35,29.36,4.19,中位
缩量回踩,-1.1,0,34.7,53.9,28.64,1.36,低位
价升量缩,-3.75,0,19.9,85.31,21.22,-8.57,凹底
缩量回踩,-2.54,0,19.0,87.22,20.41,0.62,凹底
缩量回踩,-1.31,0,18.2,88.77,19.75,0.62,凹底
百日低量,-1.31,0,18.2,88.77,19.75,0.62,凹底
缩量回踩,2.07,1,16.7,91.97,18.39,1.06,凹底
价升量缩,-0.47,0,17.4,90.36,19.08,0.21,凹底
百日低量,-0.47,0,17.4,90.36,19.08,0.21,凹底
价升量缩,-0.89,0,17.6,89.96,19.25,0.0,凹底
百日低量,-0.89,0,17.6,89.96,19.25,0.0,凹底
价升量缩,3.2,1,19.5,86.07,20.9,1.64,凹底
价升量缩,1.55,1,20.1,84.93,21.38,-2.24,低位
缩量回踩,1.27,1,26.6,65.88,23.87,0.59,低位
缩量回踩,-1.1,0,27.5,61.71,23.41,0.79,低位
缩量回踩,-1.7,0,28.5,58.45,23.26,0.99,低位
价升量缩,-3.39,0,36.1,46.27,26.2,-2.87,中位
缩量回踩,1.9,1,30.1,53.0,22.8,0.8,低位
价升量缩,0.29,1,31.4,51.49,23.56,-0.2,低位
百日低量,0.29,1,31.4,51.49,23.56,-0.2,低位
价升量缩,-1.49,0,33.2,49.41,24.61,-1.56,低位
百日低量,-1.49,0,33.2,49.41,24.61,-1.56,低位
缩量回踩,1.24,1,33.2,49.41,24.61,1.56,低位
价升量缩,1.23,1,33.8,48.83,24.9,1.17,低位
价升量缩,-2.07,0,34.8,47.68,25.48,-0.97,低位
价升量缩,-2.62,0,36.9,45.44,26.62,-0.19,中位
价升量缩,-4.18,0,35.4,47.12,25.77,-0.19,中位
百日低量,-4.18,0,35.4,47.12,25.77,-0.19,中位
价升量缩,-3.78,0,37.4,43.79,26.2,-0.76,中位
百日低量,-3.78,0,37.4,43.79,26.2,-0.76,中位
缩量回踩,-2.45,0,37.9,41.7,25.48,1.16,中位
倍量柱,-5.84,0,51.5,25.24,26.76,-7.78,中位
高量柱,-5.84,0,51.5,25.24,26.76,-7.78,中位
将军柱,-5.84,0,51.5,25.24,26.76,-7.78,中位
价升量缩,-2.08,0,45.6,29.16,24.46,-0.98,中位
缩量回踩,1.1,1,41.6,32.0,22.8,1.2,中位
价升量缩,12.41,1,48.2,27.41,25.48,-1.16,中位
价升量缩,4.4,1,58.0,21.1,29.17,-2.39,中位
高量柱,2.62,1,65.3,16.81,31.68,-5.84,高位
高量柱,-0.25,0,73.7,12.24,34.35,-9.52,高位
价升量缩,-3.46,0,88.5,4.55,34.91,-2.36,过峰
价升量缩,-0.24,0,84.2,6.35,33.79,0.34,高位
缩量回踩,4.25,1,83.2,6.74,33.33,2.07,高位
缩量回踩,5.75,1,78.9,8.61,32.16,1.05,高位
价升量缩,3.33,1,100.4,-0.16,36.72,-5.74,过峰
缩量回踩,0.54,1,96.9,1.15,36.51,0.33,过峰
倍量柱,-3.44,0,111.4,-4.06,39.78,-4.99,过峰
将军柱,-3.44,0,111.4,-4.06,39.78,-4.99,过峰
倍量过左峰,-3.44,0,111.4,-4.06,39.78,-4.99,过峰
价升量缩,1.92,1,86.9,5.09,33.86,0.95,过峰
缩量回踩,2.41,1,85.7,5.59,33.55,0.48,过峰
价升量缩,-2.36,0,89.4,4.09,34.49,-1.26,过峰
缩量回踩,-2.84,0,89.0,4.26,34.38,0.79,过峰
价升量缩,-1.1,0,85.7,4.42,26.54,-4.9,过峰
价升量缩,2.52,1,87.2,3.93,26.89,-5.35,过峰
缩量回踩,3.51,1,83.7,5.09,26.07,0.32,高位
倍量柱,-6.56,0,99.0,0.3,29.44,-3.64,过峰
高量柱,-6.56,0,99.0,0.3,29.44,-3.64,过峰
价升量缩,-8.21,0,97.0,0.91,29.65,-3.93,过峰
高量柱,5.12,1,47.3,21.93,19.69,-1.73,中位
高量柱,6.98,1,51.9,18.86,20.37,-4.21,中位
倍量柱,0.85,1,60.9,14.8,23.09,-7.48,中位
高量柱,0.85,1,60.9,14.8,23.09,-7.48,中位
将军柱,0.85,1,60.9,14.8,23.09,-7.48,中位
价升量缩,0.97,1,63.8,12.24,21.62,-9.54,中位
价升量缩,2.56,1,63.8,12.24,21.62,0.95,中位
价升量缩,-1.26,0,70.0,9.97,23.21,1.09,高位
价升量缩,0.65,1,61.3,12.24,19.4,1.43,中位
缩量回踩,2.02,1,63.7,10.31,18.13,0.16,中位
倍量柱,-3.17,0,81.7,4.44,19.82,-2.07,高位
高量柱,-3.17,0,81.7,4.44,19.82,-2.07,高位
倍量过左峰,-3.17,0,81.7,4.44,19.82,-2.07,高位
价升量缩,1.51,1,67.1,8.28,16.87,3.83,高位
价升量缩,-2.91,0,73.2,6.65,18.13,-0.6,高位
价升量缩,-13.31,0,68.9,7.79,17.25,-0.46,高位
价升量缩,2.59,1,50.0,13.14,13.14,-2.24,中位
价升量缩,-3.25,0,67.1,8.28,16.87,-0.77,高位
价升量缩,-0.34,0,68.9,7.79,17.25,-1.22,高位
倍量柱,-7.46,0,72.0,6.97,17.88,-1.67,高位
高量柱,-7.46,0,72.0,6.97,17.88,-1.67,高位
价升量缩,2.92,1,72.7,6.04,16.1,-3.25,高位
价升量缩,-2.77,0,82.5,3.79,17.88,-5.3,高位
价升量缩,-7.21,0,90.2,2.09,19.23,1.04,过峰
价升量缩,-4.66,0,51.0,21.89,22.78,-18.33,中位
价升量缩,-1.47,0,45.0,25.23,20.66,2.01,中位
价升量缩,-4.19,0,46.6,24.32,21.23,1.27,中位
缩量回踩,-4.89,0,37.5,29.73,17.8,2.65,中位
缩量回踩,-4.22,0,44.2,25.69,20.37,0.18,中位
缩量回踩,0.21,1,39.8,28.28,18.73,2.62,中位
价升量缩,2.41,1,42.6,26.62,19.78,-5.18,中位
价升量缩,1.03,1,51.4,21.67,22.91,-8.88,中位
价升量缩,1.18,1,53.8,20.39,23.73,-0.53,中位
价升量缩,-0.58,0,56.2,19.13,24.52,-1.57,中位
缩量回踩,6.51,1,57.4,18.51,24.91,0.52,中位
倍量柱,0.84,1,72.9,11.02,29.66,-5.83,高位
高量柱,0.84,1,72.9,11.02,29.66,-5.83,高位
将军柱,0.84,1,72.9,11.02,29.66,-5.83,高位
价升量缩,-6.35,0,77.7,8.9,31.0,-2.23,高位
缩量回踩,0.92,1,63.3,15.51,26.81,0.67,中位
缩量回踩,0.39,1,67.3,13.6,28.03,-1.33,高位
倍量柱,1.88,1,132.1,-3.9,16.06,-10.78,过峰
将军柱,1.88,1,132.1,-3.9,16.06,-10.78,过峰
高量柱,-5.68,0,158.3,-8.75,23.75,-18.96,过峰
价升量缩,1.83,1,48.1,18.92,17.57,6.31,中位
价升量缩,-4.16,0,56.2,15.54,19.91,0.0,中位
价升量缩,-3.48,0,59.3,14.29,20.78,-1.08,中位
缩量回踩,-2.43,0,52.5,17.07,18.85,2.88,中位
缩量回踩,-1.77,0,50.0,18.12,18.12,0.67,中位
缩量回踩,2.06,1,47.5,19.19,17.38,0.45,中位
价升量缩,4.6,1,55.6,15.79,19.74,0.66,中位
价升量缩,-6.46,0,73.5,8.87,24.54,-5.36,高位
价升量缩,-5.25,0,71.6,9.54,24.07,-0.62,高位
价升量缩,1.24,1,64.2,12.34,22.13,-3.19,中位
高量柱,7.3,1,75.3,8.2,25.0,-6.76,高位
倍量柱,4.03,1,74.7,8.42,24.85,-6.57,高位
高量柱,4.03,1,74.7,8.42,24.85,-6.57,高位
价升量缩,-2.45,0,74.9,9.85,29.34,0.39,高位
价升量缩,-3.22,0,75.9,9.42,29.62,0.0,高位
价升量缩,-2.58,0,86.2,5.18,32.35,-0.18,过峰
价升量缩,6.4,1,75.9,9.42,29.62,0.96,高位
缩量回踩,7.09,1,72.4,10.92,28.65,3.31,高位
价升量缩,-22.92,0,95.1,1.79,34.53,1.61,过峰
价升量缩,0.59,1,21.8,40.92,11.38,-6.54,低位
倍量柱,-1.81,0,25.5,38.24,13.06,-0.24,低位
高量柱,-1.81,0,25.5,38.24,13.06,-0.24,低位
将军柱,-1.81,0,25.5,38.24,13.06,-0.24,低位
价升量缩,-2.52,0,26.9,37.26,13.68,-0.94,低位
缩量回踩,14.47,1,20.8,41.61,10.95,0.24,低位
倍量柱,7.7,1,30.6,34.72,15.28,-2.78,低位
高量柱,7.7,1,30.6,34.72,15.28,-2.78,低位
将军柱,7.7,1,30.6,34.72,15.28,-2.78,低位
高量柱,-4.05,0,50.5,22.53,22.95,-11.58,中位
倍量柱,-0.46,0,48.1,23.83,22.13,-4.26,中位
高量柱,-0.46,0,48.1,23.83,22.13,-4.26,中位
将军柱,-0.46,0,48.1,23.83,22.13,-4.26,中位
缩量回踩,-6.69,0,45.8,25.16,21.29,0.22,中位
缩量回踩,4.59,1,40.8,27.35,18.82,1.97,中位
倍量柱,1.76,1,55.3,19.02,23.52,-4.29,中位
高量柱,1.76,1,55.3,19.02,23.52,-4.29,中位
将军柱,1.76,1,55.3,19.02,23.52,-4.29,中位
高量柱,-4.01,0,67.8,13.01,27.38,-9.13,高位
价升量缩,-1.5,0,63.5,15.02,26.09,-7.51,中位
价升量缩,-6.98,0,65.4,14.12,26.67,-8.24,高位
价升量缩,-11.62,0,62.5,15.48,25.79,-1.59,中位
缩量回踩,-11.12,0,50.5,21.5,21.92,4.38,中位
价升量缩,-3.26,0,43.3,25.43,19.4,-1.29,中位
价升量缩,-2.81,0,45.2,24.36,20.09,-2.14,中位
缩量回踩,-2.6,0,44.2,24.89,19.74,0.21,中位
价升量缩,-0.22,0,38.5,28.19,17.62,0.66,中位
价升量缩,-0.23,0,41.3,26.52,18.7,-0.65,中位
缩量回踩,-0.88,0,40.9,26.8,18.52,0.44,中位
价升量缩,0.43,1,40.4,27.07,18.34,1.31,中位
百日低量,0.43,1,40.4,27.07,18.34,1.31,中位
缩量回踩,0.21,1,40.9,26.8,18.52,0.44,中位
价升量缩,-4.1,0,44.2,24.89,19.74,0.43,中位
缩量回踩,-2.82,0,43.8,25.16,19.57,0.43,中位
价升量缩,3.24,1,53.0,16.7,18.87,-3.25,中位
倍量柱,2.11,1,56.7,15.2,19.91,-4.5,中位
高量柱,2.11,1,56.7,15.2,19.91,-4.5,中位
将军柱,2.11,1,56.7,15.2,19.91,-4.5,中位
价升量缩,4.24,1,57.3,14.96,20.09,0.64,中位
倍量柱,0.98,1,65.2,11.85,22.25,-2.08,高位
高量柱,0.98,1,65.2,11.85,22.25,-2.08,高位
将军柱,0.98,1,65.2,11.85,22.25,-2.08,高位
倍量柱,-3.31,0,75.0,8.25,24.75,-2.62,高位
高量柱,-3.31,0,75.0,8.25,24.75,-2.62,高位
缩量回踩,-2.33,0,68.3,10.7,23.05,0.62,高位
价升量缩,-0.9,0,69.4,10.02,22.7,-2.04,高位
缩量回踩,-0.69,0,66.9,10.93,22.06,0.82,高位
