signal,ret,win,pos_pct,dist_to_high,dist_to_low,dist_to_yin_top,pos_zone
价升量缩,-2.4,0,28.6,32.61,13.04,-0.43,低位
价升量缩,-2.42,0,25.7,34.36,11.89,0.88,低位
价升量缩,2.88,1,24.8,34.96,11.5,1.33,低位
倍量柱,-3.23,0,35.7,26.81,14.89,-3.83,中位
高量柱,-3.23,0,35.7,26.81,14.89,-3.83,中位
将军柱,-3.23,0,35.7,26.81,14.89,-3.83,中位
价升量缩,-4.07,0,36.7,26.27,15.25,-4.24,中位
价升量缩,-1.53,0,34.7,27.35,14.53,0.0,低位
价升量缩,-7.06,0,43.8,19.15,14.89,-2.55,中位
价升量缩,18.72,1,86.4,1.75,11.08,-7.61,过峰
价升量缩,5.1,1,129.9,-3.64,15.78,-12.5,过峰
倍量柱,-4.63,0,142.3,-7.06,23.74,-20.76,过峰
高量柱,-4.63,0,142.3,-7.06,23.74,-20.76,过峰
将军柱,-4.63,0,142.3,-7.06,23.74,-20.76,过峰
缩量回踩,0.47,1,34.3,32.73,17.05,1.54,低位
价升量缩,7.61,1,42.1,27.74,20.17,-3.39,中位
缩量回踩,1.79,1,49.2,23.56,22.78,0.63,中位
价升量缩,-5.52,0,57.5,18.98,25.64,1.43,中位
价升量缩,-10.57,0,62.1,16.58,27.14,-0.84,中位
倍量柱,-9.58,0,62.2,16.51,27.18,-8.62,中位
高量柱,-9.58,0,62.2,16.51,27.18,-8.62,中位
价升量缩,-11.5,0,67.6,13.83,28.86,-10.73,高位
倍量柱,0.93,1,23.5,40.22,12.37,-3.35,低位
高量柱,0.93,1,23.5,40.22,12.37,-3.35,低位
将军柱,0.93,1,23.5,40.22,12.37,-3.35,低位
高量柱,1.76,1,26.4,38.12,13.68,-1.5,低位
高量柱,-6.73,0,31.9,34.27,16.08,-2.88,低位
价升量缩,-2.91,0,25.2,38.99,13.13,2.75,低位
价升量缩,-3.27,0,25.8,38.58,13.39,2.44,低位
价升量缩,-5.57,0,26.1,38.35,13.54,2.27,低位
价升量缩,8.25,1,26.5,38.02,13.74,0.8,低位
价升量缩,8.48,1,29.9,35.68,15.21,-1.7,低位
倍量柱,-0.92,0,44.6,26.22,21.11,-6.02,中位
高量柱,-0.92,0,44.6,26.22,21.11,-6.02,中位
将军柱,-0.92,0,44.6,26.22,21.11,-6.02,中位
倍量过左峰,-0.92,0,44.6,26.22,21.11,-6.02,中位
高量柱,-6.52,0,59.7,17.8,26.38,-12.29,中位
价升量缩,-21.14,0,45.0,25.99,21.26,1.76,中位
价升量缩,-22.44,0,47.4,24.56,22.16,0.6,中位
价升量缩,1.29,1,11.6,61.57,8.09,-3.91,凹底
价升量缩,1.74,1,13.4,59.62,9.19,-0.6,凹底
缩量回踩,-1.99,0,15.0,57.79,10.23,1.91,凹底
缩量回踩,-5.44,0,17.8,54.9,11.88,0.88,凹底
价升量缩,6.3,1,14.2,54.84,9.08,-0.13,凹底
倍量柱,4.94,1,27.0,43.14,15.94,-8.03,低位
高量柱,4.94,1,27.0,43.14,15.94,-8.03,低位
将军柱,4.94,1,27.0,43.14,15.94,-8.03,低位
价升量缩,-5.29,0,39.2,33.48,21.62,-7.42,中位
价升量缩,0.96,1,30.9,39.91,17.84,2.22,低位
缩量回踩,2.27,1,31.3,39.59,18.03,0.04,低位
价升量缩,0.6,1,31.5,39.43,18.13,-0.08,低位
价升量缩,1.23,1,37.1,35.03,20.71,-3.23,中位
倍量柱,-2.96,0,41.8,31.63,22.71,-2.08,中位
将军柱,-2.96,0,41.8,31.63,22.71,-2.08,中位
价升量缩,0.03,1,42.5,31.1,23.02,0.58,中位
缩量回踩,0.22,1,41.9,31.58,22.73,0.37,中位
缩量回踩,3.56,1,38.4,34.13,21.24,0.86,中位
倍量柱,0.3,1,44.9,29.45,23.98,-2.66,中位
将军柱,0.3,1,44.9,29.45,23.98,-2.66,中位
缩量回踩,1.78,1,44.6,29.64,23.87,0.11,中位
缩量回踩,2.33,1,44.3,29.87,23.74,0.11,中位
价升量缩,2.07,1,50.7,25.57,26.26,-3.21,中位
价升量缩,1.09,1,51.3,25.17,26.5,-3.51,中位
倍量柱,-5.26,0,56.8,21.7,28.53,-2.1,中位
高量柱,-5.26,0,56.8,21.7,28.53,-2.1,中位
将军柱,-5.26,0,56.8,21.7,28.53,-2.1,中位
价升量缩,-0.93,0,52.6,24.35,26.98,-1.0,中位
价升量缩,1.21,1,52.9,24.14,27.1,-2.41,中位
倍量柱,-1.07,0,57.4,21.33,28.75,-4.11,中位
高量柱,-1.07,0,57.4,21.33,28.75,-4.11,中位
将军柱,-1.07,0,57.4,21.33,28.75,-4.11,中位
价升量缩,-2.14,0,57.8,21.09,28.89,-4.31,中位
缩量回踩,-8.78,0,55.7,22.37,28.14,0.75,中位
倍量柱,-2.98,0,49.3,15.01,14.6,-6.12,中位
高量柱,-2.98,0,49.3,15.01,14.6,-6.12,中位
将军柱,-2.98,0,49.3,15.01,14.6,-6.12,中位
价升量缩,6.28,1,42.6,17.21,12.77,1.15,中位
倍量柱,-5.82,0,65.4,9.7,18.36,-5.33,高位
将军柱,-5.82,0,65.4,9.7,18.36,-5.33,高位
倍量柱,3.08,1,17.1,24.44,5.03,-3.9,凹底
高量柱,3.08,1,17.1,24.44,5.03,-3.9,凹底
将军柱,3.08,1,17.1,24.44,5.03,-3.9,凹底
价升量缩,2.03,1,20.8,23.09,6.06,-4.94,低位
高量柱,-4.96,0,31.5,19.35,8.92,-2.96,低位
价升量缩,2.72,1,20.4,23.09,5.91,-0.24,低位
价升量缩,-0.82,0,24.8,21.53,7.11,-1.51,低位
倍量柱,-17.15,0,71.4,7.22,18.04,-13.1,高位
高量柱,-17.15,0,71.4,7.22,18.04,-13.1,高位
价升量缩,-2.67,0,17.7,26.1,5.61,1.26,凹底
倍量柱,3.77,1,17.1,27.15,5.61,-3.73,凹底
高量柱,3.77,1,17.1,27.15,5.61,-3.73,凹底
将军柱,3.77,1,17.1,27.15,5.61,-3.73,凹底
高量柱,-5.2,0,34.9,20.14,10.82,-9.03,低位
高量柱,-10.45,0,49.9,14.81,14.77,-13.07,中位
高量柱,-14.64,0,64.9,9.94,18.39,-16.76,中位
价升量缩,-3.14,0,17.9,50.86,11.07,-5.22,凹底
价升量缩,-0.89,0,18.8,50.0,11.58,-5.76,凹底
价升量缩,-1.57,0,19.6,49.3,11.99,-2.79,凹底
高量柱,-10.94,0,29.4,40.79,17.01,-8.33,低位
价升量缩,-1.25,0,27.3,36.31,13.64,-3.19,低位
倍量柱,-3.44,0,30.8,34.0,15.1,-3.44,低位
高量柱,-3.44,0,30.8,34.0,15.1,-3.44,低位
价升量缩,-4.57,0,26.0,37.21,13.07,-1.28,低位
价升量缩,-2.9,0,24.8,38.06,12.53,0.31,低位
价升量缩,2.82,1,35.2,58.28,31.7,2.4,中位
价升量缩,1.49,1,36.4,56.57,32.44,1.29,中位
缩量回踩,30.82,1,35.2,58.28,31.7,0.22,中位
高量柱,-14.21,0,63.6,26.13,45.57,-20.14,中位
缩量回踩,-7.25,0,56.1,33.3,42.48,5.32,中位
价升量缩,8.68,1,47.8,42.17,38.65,12.33,中位
价升量缩,9.32,1,48.4,41.48,38.95,-0.19,中位
缩量回踩,11.41,1,47.9,42.03,38.71,1.66,中位
价升量缩,-1.48,0,50.0,39.71,39.71,0.0,中位
价升量缩,-20.74,0,63.4,26.24,45.53,-9.64,中位
倍量柱,-15.22,0,49.3,40.52,39.36,-11.22,中位
高量柱,-15.22,0,49.3,40.52,39.36,-11.22,中位
缩量回踩,0.19,1,17.9,87.48,19.1,0.52,凹底
价升量缩,9.43,1,16.1,91.18,17.5,1.18,凹底
倍量柱,7.56,1,19.1,85.1,20.13,-2.04,凹底
高量柱,7.56,1,19.1,85.1,20.13,-2.04,凹底
黄金柱,7.56,1,19.1,85.1,20.13,-2.04,凹底
价升量缩,2.71,1,22.6,78.5,22.97,-5.53,低位
价升量缩,1.81,1,23.8,76.33,23.91,-6.67,低位
价升量缩,1.28,1,25.8,72.98,25.36,-8.45,低位
高量柱,-0.05,0,28.2,68.95,27.09,-1.4,低位
价升量缩,20.52,1,28.8,67.98,27.51,-0.46,低位
倍量柱,0.16,1,39.8,51.99,34.41,-6.9,中位
高量柱,0.16,1,39.8,51.99,34.41,-6.9,中位
将军柱,0.16,1,39.8,51.99,34.41,-6.9,中位
价升量缩,-9.47,0,51.5,38.12,40.4,-15.4,中位
价升量缩,-10.08,0,52.2,37.33,40.74,3.59,中位
价升量缩,2.07,1,38.1,48.57,29.86,1.74,中位
缩量回踩,1.6,1,36.2,50.73,28.84,3.22,中位
价升量缩,-12.0,0,52.5,27.85,30.78,1.72,中位
倍量柱,-0.72,0,30.3,58.77,25.56,-3.63,低位
高量柱,-0.72,0,30.3,58.77,25.56,-3.63,低位
价升量缩,6.54,1,34.0,52.09,26.85,-9.24,低位
缩量回踩,11.1,1,31.4,55.35,25.28,1.89,低位
价升量缩,2.28,1,36.7,48.97,28.35,1.69,中位
倍量柱,-7.28,0,43.7,41.3,32.04,-3.55,中位
高量柱,-7.28,0,43.7,41.3,32.04,-3.55,中位
将军柱,-7.28,0,43.7,41.3,32.04,-3.55,中位
价升量缩,-11.41,0,46.5,38.45,33.41,-5.49,中位
价升量缩,-3.68,0,39.3,41.96,27.12,0.98,中位
缩量回踩,-3.04,0,41.2,40.07,28.09,-1.09,中位
价升量缩,3.63,1,37.3,43.91,26.12,-1.49,中位
高量柱,-2.64,0,44.4,37.09,29.62,-6.16,中位
价升量缩,-0.74,0,44.0,37.41,29.45,-0.12,中位
缩量回踩,0.22,1,42.1,39.23,28.52,1.08,中位
倍量柱,-2.28,0,44.6,36.92,29.7,0.59,中位
高量柱,-2.28,0,44.6,36.92,29.7,0.59,中位
将军柱,-2.28,0,44.6,36.92,29.7,0.59,中位
价升量缩,-5.54,0,46.5,35.16,30.61,-0.7,中位
缩量回踩,-0.26,0,43.0,38.4,28.95,0.24,中位
价升量缩,-0.26,0,42.8,38.56,28.86,0.0,中位
价升量缩,2.7,1,44.0,37.41,29.45,0.59,中位
倍量柱,0.17,1,47.8,34.07,31.17,-1.85,中位
高量柱,0.17,1,47.8,34.07,31.17,-1.85,中位
价升量缩,-1.8,0,46.0,35.64,30.36,0.0,中位
缩量回踩,6.03,1,46.5,35.16,30.61,1.99,中位
缩量回踩,6.46,1,44.9,36.6,29.87,0.47,中位
价升量缩,-0.99,0,53.5,29.27,33.63,-4.92,中位
价升量缩,13.28,1,56.3,27.0,34.8,0.44,中位
百日低量,51.59,1,79.6,11.04,42.99,-14.68,高位
倍量柱,2.77,1,117.5,-9.11,61.07,-41.74,过峰
高量柱,2.77,1,117.5,-9.11,61.07,-41.74,过峰
将军柱,2.77,1,117.5,-9.11,61.07,-41.74,过峰
倍量过左峰,2.77,1,117.5,-9.11,61.07,-41.74,过峰
高量柱,0.85,1,107.0,-4.09,62.66,-44.12,过峰
价升量缩,-7.14,0,87.6,8.94,63.38,1.73,过峰
价升量缩,-9.61,0,82.9,13.05,63.08,-16.72,高位
价升量缩,-2.75,0,52.3,38.92,42.67,-3.16,中位
价升量缩,-2.77,0,50.7,40.72,41.93,1.9,中位
倍量柱,-4.3,0,50.6,40.93,41.84,-10.75,中位
高量柱,-4.3,0,50.6,40.93,41.84,-10.75,中位
将军柱,-4.3,0,50.6,40.93,41.84,-10.75,中位
高量柱,-4.52,0,50.9,40.5,42.02,-11.02,中位
价升量缩,-0.05,0,52.9,38.29,42.93,-12.42,中位
倍量柱,-8.58,0,54.1,36.86,43.52,-4.66,中位
高量柱,-8.58,0,54.1,36.86,43.52,-4.66,中位
高量柱,7.69,1,92.9,4.17,54.7,-10.99,过峰
价升量缩,1.0,1,110.0,-5.33,58.83,-19.1,过峰
高量柱,-2.72,0,112.3,-6.73,61.6,-24.55,过峰
价升量缩,1.11,1,88.5,7.72,59.68,-2.21,过峰
价升量缩,7.73,1,93.4,4.27,60.58,-5.34,过峰
缩量回踩,17.15,1,90.8,5.99,59.13,1.47,过峰
价升量缩,-1.46,0,106.2,-3.66,62.76,-7.76,过峰
价升量缩,-4.28,0,95.6,2.93,64.12,-12.19,过峰
价升量缩,-8.4,0,82.2,13.58,62.61,8.23,高位
价升量缩,-2.42,0,83.3,12.59,62.76,7.28,高位
缩量回踩,2.63,1,76.7,18.35,60.4,3.73,高位
价升量缩,20.06,1,81.4,14.09,61.82,-8.98,高位
缩量回踩,22.82,1,78.7,16.52,61.01,0.59,高位
百日低量,22.82,1,78.7,16.52,61.01,0.59,高位
价升量缩,-0.99,0,105.7,-3.68,67.77,-16.85,过峰
价升量缩,-2.4,0,98.7,0.79,60.08,-0.72,过峰
缩量回踩,-8.6,0,88.1,7.87,58.43,5.47,过峰
价升量缩,-14.07,0,89.4,6.99,58.77,4.61,过峰
价升量缩,-15.46,0,92.2,5.07,60.09,1.26,过峰
价升量缩,-1.1,0,73.8,19.43,54.64,-5.4,高位
价升量缩,-1.81,0,70.4,22.48,53.48,1.3,高位
价升量缩,14.18,1,71.1,21.87,53.71,1.54,高位
价升量缩,-2.98,0,88.2,7.91,59.02,-2.44,过峰
倍量柱,-6.83,0,90.0,6.65,59.5,-1.64,过峰
高量柱,-6.83,0,90.0,6.65,59.5,-1.64,过峰
价升量缩,-15.57,0,93.7,4.06,60.48,-4.03,过峰
价升量缩,4.37,1,24.0,85.63,27.08,-17.16,低位
价升量缩,6.13,1,24.3,85.16,27.27,-17.37,低位
倍量柱,1.07,1,28.7,76.33,30.74,-21.32,低位
将军柱,1.07,1,28.7,76.33,30.74,-21.32,低位
高量柱,-8.21,0,28.9,76.01,30.86,-21.46,低位
价升量缩,0.7,1,29.2,75.38,31.11,999.0,低位
价升量缩,2.33,1,41.0,55.44,38.5,-10.99,中位
倍量柱,5.57,1,45.7,48.82,41.12,-14.78,中位
高量柱,5.57,1,45.7,48.82,41.12,-14.78,中位
将军柱,5.57,1,45.7,48.82,41.12,-14.78,中位
价升量缩,-1.7,0,49.0,44.59,42.79,-17.21,中位
缩量回踩,2.03,1,45.7,48.82,41.12,1.28,中位
价升量缩,0.07,1,47.1,47.01,41.84,1.06,中位
高量柱,25.41,1,105.2,-0.51,10.38,-2.05,过峰
价升量缩,14.62,1,169.9,-6.8,16.52,-8.76,过峰
倍量柱,-3.24,0,210.7,-15.7,29.88,-23.37,过峰
高量柱,-3.24,0,210.7,-15.7,29.88,-23.37,过峰
将军柱,-3.24,0,210.7,-15.7,29.88,-23.37,过峰
价升量缩,4.92,1,55.6,22.61,28.35,1.23,中位
缩量回踩,19.37,1,45.5,29.26,24.46,3.36,中位
高量柱,-4.41,0,94.7,2.24,40.25,-18.24,过峰
倍量柱,-14.62,0,96.4,1.69,45.79,-9.93,过峰
将军柱,-14.62,0,96.4,1.69,45.79,-9.93,过峰
价升量缩,2.81,1,65.9,19.3,37.32,4.47,高位
价升量缩,-11.2,0,74.2,13.98,40.11,-0.19,高位
缩量回踩,-6.38,0,69.4,16.97,38.55,3.67,高位
价升量缩,-6.46,0,66.8,18.73,37.62,-4.33,高位
倍量柱,-6.13,0,20.8,60.17,15.85,-7.28,低位
高量柱,-6.13,0,20.8,60.17,15.85,-7.28,低位
将军柱,-6.13,0,20.8,60.17,15.85,-7.28,低位
倍量柱,-9.12,0,17.5,64.4,13.63,-6.15,凹底
高量柱,-9.12,0,17.5,64.4,13.63,-6.15,凹底
将军柱,-9.12,0,17.5,64.4,13.63,-6.15,凹底
价升量缩,0.83,1,13.7,69.42,10.99,-0.34,凹底
缩量回踩,-0.42,0,13.7,69.33,11.04,0.45,凹底
缩量回踩,-26.24,0,7.9,69.81,5.96,0.51,凹底
价升量缩,-2.46,0,8.3,93.71,8.43,-0.14,凹底
缩量回踩,-5.32,0,7.1,86.89,6.63,0.15,凹底
倍量柱,-2.09,0,10.4,81.34,9.4,-5.3,凹底
高量柱,-2.09,0,10.4,81.34,9.4,-5.3,凹底
将军柱,-2.09,0,10.4,81.34,9.4,-5.3,凹底
价升量缩,-1.94,0,12.1,78.57,10.79,-6.75,凹底
价升量缩,-4.78,0,10.9,75.51,9.27,1.56,凹底
价升量缩,-1.32,0,10.0,71.93,7.97,0.0,凹底
价升量缩,-0.39,0,11.6,67.59,8.88,-1.0,凹底
价升量缩,-0.89,0,13.1,62.12,9.4,-1.55,凹底
价升量缩,3.43,1,11.5,59.71,7.77,0.0,凹底
倍量柱,3.67,1,28.6,34.9,13.96,-3.29,低位
高量柱,3.67,1,28.6,34.9,13.96,-3.29,低位
将军柱,3.67,1,28.6,34.9,13.96,-3.29,低位
缩量回踩,6.24,1,28.0,30.82,12.01,0.89,低位
倍量柱,-3.89,0,47.0,21.02,18.6,-6.67,中位
高量柱,-3.89,0,47.0,21.02,18.6,-6.67,中位
将军柱,-3.89,0,47.0,21.02,18.6,-6.67,中位
倍量过左峰,-3.89,0,47.0,21.02,18.6,-6.67,中位
价升量缩,1.89,1,41.2,23.85,16.7,1.3,中位
价升量缩,1.61,1,43.1,22.89,17.34,-0.06,中位
缩量回踩,-4.05,0,49.8,19.65,19.52,0.44,中位
价升量缩,1.16,1,54.6,16.21,19.47,-0.63,中位
倍量柱,4.38,1,53.7,16.57,19.22,-1.2,中位
高量柱,4.38,1,53.7,16.57,19.22,-1.2,中位
将军柱,4.38,1,53.7,16.57,19.22,-1.2,中位
价升量缩,1.6,1,60.9,13.64,21.25,-3.69,中位
高量柱,-2.0,0,68.7,10.65,23.33,-2.33,高位
价升量缩,10.25,1,66.0,11.65,22.63,0.24,高位
倍量柱,2.05,1,71.0,9.79,23.92,-2.02,高位
高量柱,2.05,1,71.0,9.79,23.92,-2.02,高位
将军柱,2.05,1,71.0,9.79,23.92,-2.02,高位
高量柱,-8.53,0,99.1,0.27,30.51,-10.51,过峰
价升量缩,-5.01,0,80.3,6.44,26.24,0.12,高位
价升量缩,10.64,1,80.0,6.45,25.85,-6.22,高位
倍量柱,4.27,1,98.9,0.33,30.11,-11.61,过峰
倍量柱,-5.58,0,98.0,0.64,31.27,-2.24,过峰
高量柱,-5.58,0,98.0,0.64,31.27,-2.24,过峰
将军柱,-5.58,0,98.0,0.64,31.27,-2.24,过峰
价升量缩,-11.25,0,91.6,3.09,33.64,-5.62,过峰
价升量缩,-9.91,0,91.7,3.04,33.68,-5.66,过峰
价升量缩,9.23,1,67.7,12.99,27.27,0.73,高位
缩量回踩,19.4,1,68.4,12.67,27.48,1.69,高位
倍量柱,17.21,1,95.8,1.47,33.52,-8.42,过峰
将军柱,17.21,1,95.8,1.47,33.52,-8.42,过峰
倍量柱,-12.46,0,103.5,-1.5,43.81,-3.13,过峰
高量柱,-12.46,0,103.5,-1.5,43.81,-3.13,过峰
将军柱,-12.46,0,103.5,-1.5,43.81,-3.13,过峰
倍量过左峰,-12.46,0,103.5,-1.5,43.81,-3.13,过峰
价升量缩,-11.19,0,73.5,13.9,38.45,2.77,高位
价升量缩,-0.81,0,25.3,42.87,14.49,-2.53,低位
价升量缩,7.71,1,26.9,37.84,13.92,-4.66,低位
倍量柱,0.68,1,37.4,30.71,18.37,-9.59,中位
将军柱,0.68,1,37.4,30.71,18.37,-9.59,中位
高量柱,-5.32,0,52.1,21.91,23.87,-15.68,中位
倍量柱,-11.34,0,63.0,16.13,27.48,-10.48,中位
高量柱,-11.34,0,63.0,16.13,27.48,-10.48,中位
将军柱,-11.34,0,63.0,16.13,27.48,-10.48,中位
价升量缩,-3.27,0,61.3,17.03,26.92,6.13,中位
价升量缩,-5.83,0,61.4,16.97,26.95,2.22,中位
缩量回踩,-3.88,0,58.8,18.28,26.08,1.46,中位
缩量回踩,-5.84,0,53.6,19.86,22.92,0.79,中位
倍量柱,-4.98,0,39.9,27.22,18.04,-2.78,中位
高量柱,-4.98,0,39.9,27.22,18.04,-2.78,中位
将军柱,-4.98,0,39.9,27.22,18.04,-2.78,中位
价升量缩,-12.28,0,37.7,28.5,17.21,0.0,中位
倍量柱,3.22,1,24.5,39.75,12.9,-7.37,低位
高量柱,3.22,1,24.5,39.75,12.9,-7.37,低位
将军柱,3.22,1,24.5,39.75,12.9,-7.37,低位
价升量缩,1.02,1,30.9,35.23,15.72,-10.37,低位
价升量缩,-7.54,0,41.2,24.89,17.47,-2.35,中位
价升量缩,8.66,1,11.3,74.25,9.45,1.92,凹底
百日低量,8.66,1,11.3,74.25,9.45,1.92,凹底
价升量缩,8.65,1,11.4,74.12,9.52,1.84,凹底
百日低量,8.65,1,11.4,74.12,9.52,1.84,凹底
价升量缩,-0.22,0,17.7,65.35,14.08,-3.28,凹底
高量柱,-4.39,0,23.0,58.75,17.51,-4.34,低位
价升量缩,-7.4,0,23.0,58.64,17.56,-4.41,低位
价升量缩,-5.72,0,23.1,58.53,17.62,-4.48,低位
价升量缩,-5.3,0,19.7,60.03,14.7,1.96,凹底
价升量缩,0.5,1,112.7,-1.6,14.2,-6.0,过峰
倍量柱,-6.39,0,165.3,-8.58,21.72,-14.23,过峰
高量柱,-6.39,0,165.3,-8.58,21.72,-14.23,过峰
将军柱,-6.39,0,165.3,-8.58,21.72,-14.23,过峰
价升量缩,-6.05,0,55.5,14.67,18.29,7.81,中位
价升量缩,-0.33,0,52.0,15.99,17.34,3.85,中位
价升量缩,4.1,1,63.0,11.9,20.26,-5.39,中位
倍量柱,8.05,1,86.7,3.97,25.91,-6.22,过峰
高量柱,8.05,1,86.7,3.97,25.91,-6.22,过峰
将军柱,8.05,1,86.7,3.97,25.91,-6.22,过峰
价升量缩,1.58,1,97.7,0.67,28.26,-9.2,过峰
价升量缩,9.33,1,109.6,-2.73,31.14,-5.3,过峰
价升量缩,-10.13,0,99.6,0.14,39.49,-3.95,过峰
价升量缩,-1.83,0,88.5,4.84,37.1,3.81,过峰
缩量回踩,5.41,1,86.4,5.77,36.54,1.18,过峰
缩量回踩,11.77,1,75.5,10.85,33.49,3.26,高位
价升量缩,5.1,1,86.7,5.61,36.63,-1.62,过峰
价升量缩,-1.37,0,91.7,3.71,41.07,-0.69,过峰
缩量回踩,-0.25,0,86.2,6.34,39.58,1.97,过峰
价升量缩,-4.58,0,89.0,5.01,40.33,0.7,过峰
缩量回踩,5.88,1,85.7,6.7,40.08,0.56,过峰
高量柱,2.95,1,100.6,-0.26,43.99,-7.7,过峰
价升量缩,0.78,1,100.8,-0.38,46.11,-11.18,过峰
高量柱,-10.66,0,119.8,-8.67,52.33,-21.44,过峰
价升量缩,-13.75,0,79.9,11.92,47.3,-0.86,高位
价升量缩,14.54,1,52.9,33.19,37.28,-1.46,中位
价升量缩,5.97,1,57.7,28.85,39.32,-4.67,中位
价升量缩,-0.08,0,73.9,16.05,45.35,-14.14,高位
高量柱,0.99,1,69.9,18.93,43.99,3.39,高位
高量柱,-3.44,0,79.7,12.05,47.23,-2.58,高位
价升量缩,-1.48,0,75.7,14.74,45.97,0.76,高位
价升量缩,-2.25,0,73.2,16.5,45.14,1.53,高位
价升量缩,-3.62,0,75.7,14.74,45.97,0.0,高位
价升量缩,2.13,1,71.4,17.85,44.5,2.98,高位
缩量回踩,4.34,1,75.1,15.17,45.76,1.64,高位
缩量回踩,-1.34,0,84.9,8.71,48.81,0.48,高位
缩量回踩,-2.3,0,83.4,9.63,48.38,0.84,高位
缩量回踩,-8.53,0,80.8,10.96,46.16,1.83,高位
倍量柱,-18.85,0,91.1,4.35,44.33,-4.24,过峰
高量柱,-18.85,0,91.1,4.35,44.33,-4.24,过峰
倍量过左峰,-18.85,0,91.1,4.35,44.33,-4.24,过峰
缩量回踩,-3.75,0,32.3,34.32,16.35,2.06,低位
价升量缩,-4.48,0,32.6,34.12,16.47,1.91,低位
百日低量,-4.48,0,32.6,34.12,16.47,1.91,低位
缩量回踩,-5.25,0,31.1,35.11,15.85,1.93,低位
倍量柱,-6.31,0,35.8,31.98,17.8,-5.07,中位
高量柱,-6.31,0,35.8,31.98,17.8,-5.07,中位
将军柱,-6.31,0,35.8,31.98,17.8,-5.07,中位
价升量缩,-7.36,0,39.2,29.73,19.2,-6.69,中位
价升量缩,0.52,1,32.6,34.12,16.47,-4.56,低位
缩量回踩,2.05,1,28.8,36.73,14.84,2.25,低位
价升量缩,-0.66,0,32.0,34.51,16.22,0.59,低位
价升量缩,0.2,1,35.8,31.98,17.8,-1.3,中位
缩量回踩,0.79,1,34.9,32.56,17.44,0.29,低位
缩量回踩,2.15,1,31.4,34.91,15.98,1.92,低位
价升量缩,2.42,1,32.8,33.92,16.59,1.17,低位
倍量柱,-5.31,0,41.9,28.09,20.22,-3.23,中位
将军柱,-5.31,0,41.9,28.09,20.22,-3.23,中位
价升量缩,-3.1,0,38.7,30.1,18.97,2.0,中位
价升量缩,-2.23,0,39.8,29.36,19.43,-0.85,中位
价升量缩,1.96,1,24.2,32.75,10.48,-0.58,低位
价升量缩,-2.78,0,33.0,27.91,13.74,-1.26,低位
价升量缩,4.43,1,30.3,29.36,12.77,-1.42,低位
高量柱,-1.91,0,43.4,22.58,17.34,-4.7,中位
价升量缩,10.44,1,35.0,26.84,14.46,1.81,中位
倍量柱,8.93,1,41.4,23.58,16.67,-0.81,中位
将军柱,8.93,1,41.4,23.58,16.67,-0.81,中位
价升量缩,5.71,1,45.1,21.76,17.89,-2.27,中位
倍量柱,-4.02,0,57.9,15.88,21.86,-6.99,中位
高量柱,-4.02,0,57.9,15.88,21.86,-6.99,中位
将军柱,-4.02,0,57.9,15.88,21.86,-6.99,中位
倍量过左峰,-4.02,0,57.9,15.88,21.86,-6.99,中位
价升量缩,-4.85,0,62.3,14.0,23.12,-8.5,中位
价升量缩,-1.75,0,52.2,18.44,20.13,3.9,中位
缩量回踩,2.75,1,46.8,20.95,18.44,1.19,中位
缩量回踩,-0.7,0,48.5,20.16,18.97,0.4,中位
价升量缩,-5.44,0,56.6,16.48,21.46,-1.92,中位
缩量回踩,5.64,1,52.9,18.13,20.34,1.81,中位
倍量柱,-8.38,0,70.4,10.68,25.36,-8.13,高位
高量柱,-8.38,0,70.4,10.68,25.36,-8.13,高位
将军柱,-8.38,0,70.4,10.68,25.36,-8.13,高位
价升量缩,-5.88,0,60.6,14.72,22.64,-3.02,中位
缩量回踩,-3.68,0,61.5,13.02,20.75,2.19,中位
缩量回踩,3.02,1,61.5,13.02,20.75,1.16,中位
倍量柱,3.57,1,65.3,10.73,20.2,-3.54,高位
将军柱,3.57,1,65.3,10.73,20.2,-3.54,高位
价升量缩,1.53,1,84.1,4.65,24.58,-2.63,高位
缩量回踩,-14.73,0,89.4,3.06,25.73,0.71,过峰
高量柱,-0.97,0,33.7,18.35,9.31,-2.56,低位
高量柱,0.52,1,31.3,18.67,8.53,0.41,低位
高量柱,5.74,1,31.4,17.56,8.04,-0.8,低位
价升量缩,2.36,1,34.0,16.78,8.66,-0.67,低位
倍量柱,-5.24,0,58.1,10.04,13.93,-6.4,中位
高量柱,-5.24,0,58.1,10.04,13.93,-6.4,中位
将军柱,-5.24,0,58.1,10.04,13.93,-6.4,中位
价升量缩,-6.5,0,58.1,10.04,13.93,-1.88,中位
缩量回踩,-2.3,0,31.3,16.62,7.58,1.06,低位
缩量回踩,3.45,1,38.9,13.9,8.83,0.26,中位
倍量柱,-7.77,0,61.1,8.41,13.23,-7.05,中位
高量柱,-7.77,0,61.1,8.41,13.23,-7.05,中位
将军柱,-7.77,0,61.1,8.41,13.23,-7.05,中位
价升量缩,-9.15,0,67.4,6.95,14.39,-8.29,高位
价升量缩,2.0,1,32.5,22.25,10.7,-4.79,低位
高量柱,1.11,1,38.5,19.89,12.43,-6.63,中位
价升量缩,-1.79,0,40.2,19.23,12.91,-0.55,中位
价升量缩,-2.74,0,41.9,18.58,13.39,-1.09,中位
倍量柱,-3.32,0,40.2,18.14,12.19,-3.88,中位
